S.No,Molecule SMILE,PCE
210,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/c1ccccc1)/c1ccccc1,2.09
211,COc1cc(cc(c1OC)OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OC)/c1ccc(cc1)C(=O)O)/c1cc(OC)c(c(c1)OC)OC,1.75
212,COc1cc(cc(c1OC)OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OC)/c1ccc(cc1)/N=C/c1ccc(cc1)C(=O)O)/c1cc(OC)c(c(c1)OC)OC,1.06
213,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)C(=O)O)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)N(c1ccccc1)c1ccccc1)OCCCCCCCCCCCC,8.6
214,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OC)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,8.7
215,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4cc(OCCCCCC)c(cc4OCCCCCC)N(c4ccc(cc4)OCCCCCC)c4ccc(cc4)OCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,9.1
216,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4cc(OCCCCCC)c(cc4OCCCCCC)N(c4ccc(cc4)OCCCCCC)c4ccc(cc4)OCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,9.5
217,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,7.88
218,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,8.14
219,Cc1cc(C)c(c(c1)C)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)N(c4ccccc4)c4ccccc4)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)C(=O)O)cc5)/c1c(C)cc(cc1C)C)/C=C4,2.74
220,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4c5ccccc5c(c5c4cccc5)C#Cc4ccc(cc4)N(CCCCCCCC)CCCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,6.5
221,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)/C#Cc1c2ccccc2c(c2c1cccc2)N(CCCCCCCC)CCCCCCCC)OCCCCCCCCCCCC,5.5
222,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4c5ccccc5c(c5c4cccc5)N(c4ccc(cc4)CCCCCCCC)c4ccc(cc4)CCCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,10.3
223,CCCCCCCCCCCCC#CC#CCCCCCCCCCNC(=O)c1ccc(cc1)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)C(=O)NCCCCCCCCCC#CC#CCCCCCCCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)C(=O)NCCCCCCCCCC#CC#CCCCCCCCCCCCC)cc5)/c1ccc(cc1)C(=O)O)/C=C4,2.3
224,Br/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/Br)/c1ccc(cc1)C(C)(C)C)/c1ccncc1,3.57
225,Br/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)C(C)(C)C)cc5)/Br)/C=C4)\c1ccnc(c1)c1ccccn1,5.08
226,CCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4ccc5c6c4cc(c4ccc(cc4OCCCCCC)OCCCCCC)c4n6c(c(c5)c5ccc(cc5OCCCCCC)OCCCCCC)cc4)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C=C4)OCCCCCCCC,7.35
227,N#C/C(=C\c1ccc(s1)c1ccc(s1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(s1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/c1ccc(s1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/c1ccc(s1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,6.25
228,N#C/C(=C\c1ccc(s1)c1ccc(s1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/C(=O)O,5.09
229,N#C/C(=C\c1ccc(s1)c1ccc(s1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,3.5
230,CCCCC(Cc1ccc(cc1)N(c1ccc(cc1)CC(CCCC)CC)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)C(=O)O)/C=C4)\c1c(C)cc(cc1C)C)CC,3.36
231,CCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4ccc(cc4)N(c4ccc(cc4)OC)c4ccc(cc4)OC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C=C4)OCCCCCCCC,8.1
232,CCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4ccc(cc4)N(c4ccc(cc4)OC)c4ccc(cc4)OC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N)cc5)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C=C4)OCCCCCCCC,5.5
233,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)C(=O)O)/C#Cc1ccc(cc1)N(CCCC)CCCC)OCCCCCCCC,6.6
234,CCCCCOCc1c(OC)cc(cc1OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OCCCCCC)/c1cc2cccc3c2c2c1cccc2cc3)/C#Cc1ccc(s1)/C=C(\C(=O)O)/C#N,1.35
235,CCCCCOCc1c(OC)cc(cc1OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OCCCCCC)/c1cc2cccc3c2c2c1cccc2cc3)/C#Cc1ccc(s1)C=C(C(=O)O)C(=O)O,3.14
236,CCCCCOCc1c(OC)cc(cc1OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OCCCCCC)/c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2cccc1)/C#Cc1ccc(s1)/C=C(\C(=O)O)/C#N,0.92
237,COc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C/1\N=C(/C(=c\3/cc2)/c2ccc(cc2)OC)C=C1/C=C(\C(=O)O)/C#N)/c1ccc(cc1)OC)/c1ccc(cc1)OC,2.27
238,CCCCCOCc1c(OC)cc(cc1OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OCCCCCC)/c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2cccc1)/C#Cc1ccc(s1)C=C(C(=O)O)C(=O)O,1.28
239,CCCCCCCCc1ccc(cc1)N(/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc(c2c1cccc2)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1ccc(cc1)CCCCCCCC,7.23
241,CCCCCCCCc1ccc(cc1)N(/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc(c2c1cccc2)/C=C(/C(=O)O)\C#N)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1ccc(cc1)CCCCCCCC,4.28
243,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C#Cc1ccc(c2c1cccc2)C(=O)O)OCCCCCCCC,8.04
244,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C#Cc1c2ccccc2c(c2c1cccc2)C(=O)O)OCCCCCCCC,6.03
245,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C#Cc1ccc(c2c1cccc2)/C=C(/C(=O)O)\C#N)OCCCCCCCC,5.8
246,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C#Cc1c2ccccc2c(c2c1cccc2)/C=C(/C(=O)O)\C#N)OCCCCCCCC,3.64
247,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1c2ccccc2c(c2c1cccc2)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,7.7
248,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#CC1=CC=C(CC1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,4.6
249,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1,4.9
250,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1,6.02
251,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C#Cc1ccc(=O)c(cc1)O)OCCCCCCCC,7.7
252,OC(=O)c1ccc(cc1)c1ccc2c(c1)C1=N/C/2=N\c2n3[Zn]n4/c(=N\1)/c1cc(Oc5ccc(cc5)C(CC(C)(C)C)(C)C)c(cc1/c/4=N/C1=N/C(=N\c3c3c2cc(Oc2ccc(cc2)C(CC(C)(C)C)(C)C)c(c3)Oc2ccc(cc2)C(CC(C)(C)C)(C)C)/c2c1cc(c(c2)Oc1ccc(cc1)C(CC(C)(C)C)(C)C)Oc1ccc(cc1)C(CC(C)(C)C)(C)C)Oc1ccc(cc1)C(CC(C)(C)C)(C)C,0.73
253,OC(=O)c1ccc2c(c1)C1=N/C/2=N\c2c3cc(ccc3c3n2[Zn]n2/c(=N\1)/c1ccc(cc1/c/2=N/C1=N/C(=N\3)/c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(C)(C)C,1.54
254,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]N4C1C=CC4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)C(=O)O)/C#Cc1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)c1ccc(cc1)OCCCCCC)OCCCCCCCC,8.32
255,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C#C/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\C5N([Zn]n23)C(/C(=C/2\N=C1C=C2)/c1c(cccc1OCC(CCCC)CC)OCC(CCCC)CC)C=C5)/C#Cc1ccc(cc1)C(=O)O)/C=C4)\c1c(OCCC(CCC)CC)cccc1OCC(CCCC)CC,8.28
256,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]N4C1C=CC4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)/C#Cc1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)c1ccc(cc1)OCCCCCC)OCCCCCCCC,6.46
257,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C#C/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\C5N([Zn]n23)C(/C(=C/2\N=C1C=C2)/c1c(cccc1OCC(CCCC)CC)OCC(CCCC)CC)C=C5)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)/C=C4)\c1c(OCCC(CCC)CC)cccc1OCC(CCCC)CC,7.5
258,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)/C=C(\C(=O)O)/C#N)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)CC,5.21
259,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(s1)/C=C(\C(=O)O)/C#N)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)CC,5.8
260,CCCC[C@@H](CN1c2ccc(cc2Sc2c1cccc2)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)CC,6.25
261,Cc1ccc(cc1)N1c2ccc(cc2C2C1CCC2)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc(cc1)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,5.59
262,CCCCCCc1c(/C=C/c2ccc(cc2)/C/2=C/3\C=CC(=N3)/C(=c/3\n4[Zn]n5c2ccc5/C(=C\2/C=CC(=N2)/C(=c\4/cc3)/c2c(C)cc(cc2C)C)/c2c(C)cc(cc2C)C)/c2c(C)cc(cc2C)C)sc(c1CCCCCC)/C=C/c1sc(c(c1CCCCCC)CCCCCC)/C=C(/C(=O)O)\C#N,4.77
263,N#C/C(=C\c1sc(c2c1OCCO2)/C=C/c1sc(c2c1OCCO2)/C=C/c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1c(C)cc(cc1C)C)/c1c(C)cc(cc1C)C)/C(=O)O,1.64
264,OC(=O)CCC/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/CCCC(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,0.14
265,OC(=O)/C=C/C1=CC2=N/C/1=C\c1[nH]c(cc1/C=C/C(=O)O)/C(=C\1/C=CC(=N1)/C(=c/1\[nH]/c(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/cc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,0.63
266,OC(=O)/C=C/c1cc2n3c1/C=C/1\N=C(C=C1/C=C/C(=O)O)/C(=c/1\n([Zn]3)/c(=C(\C3=N/C(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C3)/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/cc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,1.48
267,OC(=O)/C=C/C=C/C1=CC2=N/C/1=C\c1ccc3n1[Zn]n1/c(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/cc/c/1=C(/C1=N/C(=C\3/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C1)\c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.08
268,OC(=O)/C=C/C=C/c1cc2n3c1/C=C/1\N=C(C=C1/C=C/C=C/C(=O)O)/C(=c/1\n([Zn]3)/c(=C(\C3=N/C(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C3)/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/cc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.37
269,CCCC[C@H](CN1c2ccc(cc2Sc2c1cccc2)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)CC,4.01
270,OC(=O)C(=C/C=C/c1cc2n3c1/C=C/1\N=C(C=C1/C=C/C=C(C(=O)O)C(=O)O)/C(=c/1\n([Zn]3)/c(=C(\C3=N/C(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C3)/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/cc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C(=O)O,3.03
271,CN(c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccc(cc1)C(=O)O)/C=C3)\c1ccc(cc1)N(C)C)/[nH]2)/c1ccc(cc1)C(=O)O)C,3.8
272,CN(c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)N(C)C)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)C(=O)O)C,4.83
273,CCCCOc1ccccc1/C/1=C\2/N=C(C=C2C#Cc2ccc(cc2)/C=C(/C(=O)O)\C#N)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1OCCCC)/c1ccccc1OCCCC)/c1ccccc1OCCCC,5.42
274,CCCCCCOc1ccccc1/C/1=C\2/N=C(C=C2C#Cc2ccc(cc2)/C=C(/C(=O)O)\C#N)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1OCCCCCC)/c1ccccc1OCCCCCC)/c1ccccc1OCCCCCC,6.09
275,CCCCCCCCOc1ccccc1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C/1\N=C(/C(=c\3/cc2)/c2ccccc2OCCCCCCCC)C=C1C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N)/c1ccccc1OCCCCCCCC)/c1ccccc1OCCCCCCCC,6.14
276,CCCCCCCCCCCCOc1ccccc1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C/1\N=C(/C(=c\3/cc2)/c2ccccc2OCCCCCCCCCCCC)C=C1C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N)/c1ccccc1OCCCCCCCCCCCC)/c1ccccc1OCCCCCCCCCCCC,6.32
277,CCCCC(COc1ccccc1/C/1=C\2/N=C(C=C2C#Cc2ccc(cc2)/C=C(/C(=O)O)\C#N)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1OCC(CCCC)CC)/c1ccccc1OCC(CCCC)CC)/c1ccccc1OCC(CCCC)CC)CC,5.72
278,N#C/C(=C\c1ccc(cc1)C#CC1=CC2=N/C/1=C(/c1ccccc1OC1CCCCC1)\c1ccc3n1[Zn]n1/c(=C\2/c2ccccc2OC2CCCCC2)/cc/c/1=C(/C1=N/C(=C\3/c2ccccc2OC2CCCCC2)/C=C1)\c1ccccc1OC1CCCCC1)/C(=O)O,5.59
279,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1c2ccccc2c(c2c1cccc2)C#CN(CCCCCCCC)CCCCCCCC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,9.95
280,OC(=O)C(c1ccc2c(c1)C1=N/C/2=N\c2n3[Zn]n4/c(=N\1)/c1cc(ccc1/c/4=N/C1=N/C(=N\c3c3c2ccc(c3)C(C)(C)C)/c2c1cc(cc2)C(C)(C)C)C(C)(C)C)C(=O)O,3.05
281,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/N=c/2\n3[Zn]N4C1C=CC4/N=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,1.56
282,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/N=c/2\n3[Zn]N4C1C=CC4/N=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C.CCC1=C(C)C2=C(c3ccc(cc3)C#CCn3ccnc3)c3n([B-]([N+]2=C1C)(F)F)c(c(c3C)CC)C,3.82
